respondent_id,data_resposta,om,posto_graduacao,vinculo,escolaridade,s1_estado_civil,s1_familia_mesma_cidade,s1_q3_concilia_trabalho_familia,s1_q4_familia_apoia,s1_q5_cidade_boas_condicoes,s1_ativ_fisica_freq_semana,s1_q7_tempo_descanso,s1_q8_dorme_bem,s1_q9_rotina_ativ_fisica_satisfatoria,s1_nota_qualidade_vida,s1_nota_qualidade_vida_justificativa,s1_nota_equilibrio_trabalho_vida,s1_nota_equilibrio_trabalho_vida_justificativa,s1_nota_bemestar_fisico,s1_nota_bemestar_fisico_justificativa,s1_nota_bemestar_emocional,s1_nota_bemestar_emocional_justificativa,s1_q14_fe_forca_equilibrio,s1_q15_vive_religiao_sem_constrangimento,s1_q16_om_respeita_liberdade_religiosa,s1_comentario,s2_nota_sabor_rancho,s2_nota_sabor_rancho_justificativa,s2_nota_variedade_cardapio,s2_nota_variedade_cardapio_justificativa,s2_nota_quantidade_comida,s2_nota_quantidade_comida_justificativa,s2_nota_limpeza_rancho,s2_nota_limpeza_rancho_justificativa,s2_q5_local_boas_condicoes,s2_q6_alojamento_limpo,s2_q7_alojamento_boas_condicoes,s2_q8_banheiros_boas_condicoes,s2_q9_materiais_equipamentos,s2_q10_carga_trabalho_adequada,s2_q11_funcoes_claras,s2_equipamentos_texto,s2_q13_superiores_reconhecem,s2_q14_bom_relacionamento_colegas,s2_q15_superiores_orientam_apoiam,s2_q16_oportunidades_cursos,s2_q17_chances_crescer_carreira,s2_nota_orgulho_om,s2_nota_orgulho_om_justificativa,s2_melhoria_texto,s3_q1_energia_disposicao_freq,s3_q2_sobrecarregado_freq,s3_q3_dificuldade_relaxar_freq,s3_q4_dormiu_mal_freq,s3_q5_irritado_freq,s3_q6_lidou_bem_dificuldades_freq,s3_q7_apoiado_colegas_chefes_freq,s3_q8_sabe_recorrer_apoio,s3_q9_seguro_buscar_apoio_sem_discriminacao,s3_q10_equilibrio_emocional_bom,s3_fusex_usuario,s3_fusex_q11_atendimento_qualidade,s3_fusex_q12_atende_necessidades,s3_fusex_q13_facilidade_uso,s3_apostas_q14_costuma_apostar,s3_apostas_q15_aumentou_freq_valor,s3_apostas_q16_prejuizo_financeiro,s3_apostas_q17_afetou_trabalho,s3_apostas_q18_quis_parar_dificuldade,s3_comentario,s4_moradia,s4_deslocamento_tempo,s4_q3_soldo_compativel,s4_q4_renda_suficiente,s4_q5_consegue_guardar_dinheiro,s4_q6_moradia_adequada,s4_q7_deslocamento_razoavel,s4_q8_seguranca_financeira_futuro,s4_q9_financas_nao_afetam_desempenho,s4_nota_situacao_financeira,s4_nota_situacao_financeira_justificativa,s4_avaliacao_geral_financeira,s4_comentario,s5_q1_hierarquia_com_respeito,s5_q2_tratamento_igualdade,s5_q3_regras_iguais_para_todos,s5_q4_info_clara_a_tempo,s5_q5_avontade_falar_chefia,s5_q6_decisoes_explicadas_clareza,s5_q7_recebe_feedback,s5_q8_reunioes_objetivas,s5_q9_tempo_reunioes_formaturas_ok,s5_q10_planejamento_com_antecedencia,s5_q11_escalas_justas,s5_q12_avisado_mudancas_antecedencia,s5_q13_rotina_previsivel,s5_sugestao_texto,s6_nota_clima_geral,s6_nota_clima_geral_justificativa
74,2026-08-14,3º B Log,3º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos","Sim, mora comigo",4,3,2,3 a 4 vezes,1,4,2,6,Tem dias bons e dias ruins.,6,Depende muito da semana.,5,"Minha saúde física está ok, nada grave.",8,Estou tranquilo e equilibrado.,4,3,4,Gostaria de mais apoio para militares com família longe.,6,"O sabor é ok, mas podia melhorar.",5,"Varia um pouco, mas podia ter mais opções.",4,Serve pouco e não dá pra repetir.,7,"A limpeza é razoável, mas podia melhorar.",3,3,3,3,2,3,4,Falta fardamento e botas em número suficiente.,3,2,4,2,3,7,Tenho um orgulho moderado da OM.,Mais oportunidades de curso.,2,2,3,1,3,5,1,2,3,3,Não,,,,2,1,1,1,1,Sem comentários adicionais.,Imóvel próprio,De 15 a 30 minutos,2,3,2,2,2,1,3,6,"Dá para pagar as contas, mas sem sobra.",Confortável,Gostaria de mais clareza sobre os descontos no contracheque.,3,4,4,2,2,3,1,3,3,3,2,2,3,Melhorar o mural de avisos.,8,Estou satisfeito com o clima da OM.
75,2026-08-18,7º R C Mec,Capitão,De Carreira,Pós-Graduação / Especialização,"Solteiro(a), sem filhos",Mora em outra cidade (longe de mim),2,3,2,3 a 4 vezes,2,1,4,7,Tem dias bons e dias ruins.,4,Trabalho demais e descanso de menos.,8,Tenho me exercitado e me sinto disposto.,6,Tenho dias melhores e outros piores.,3,4,4,Poderiam ajudar mais quem tem filhos pequenos.,7,"Alguns dias está boa, outros nem tanto.",3,Falta variedade nas saladas e legumes.,8,Nunca fico com fome depois do rancho.,4,As mesas nem sempre estão limpas.,4,1,3,3,2,4,4,Faltam viaturas disponíveis para treinar.,3,3,3,1,1,10,Tenho muito orgulho de pertencer a esta OM.,Melhorar as condições do alojamento.,4,3,3,3,2,3,2,4,2,3,Sim,1.0,3.0,3.0,2,1,1,2,1,Sem comentários adicionais.,Imóvel alugado por conta própria,De 15 a 30 minutos,3,2,2,3,4,4,3,5,Consigo me organizar razoavelmente.,Estável / equilibrada,O soldo não acompanha a inflação.,3,4,3,3,4,3,3,2,3,4,1,4,4,Melhorar o mural de avisos.,8,"No geral, o ambiente é muito bom."
76,2026-08-15,3ª Cia Eng Cmb Mec,2º Tenente,De Carreira,Pós-Graduação / Especialização,"Casado(a) / união estável, com filhos",Mora em outra cidade (longe de mim),2,3,2,1 a 2 vezes,3,4,2,9,Estou satisfeito com minha qualidade de vida.,7,Depende muito da semana.,6,Poderia cuidar melhor do corpo.,5,Tenho dias melhores e outros piores.,3,4,2,Sem observações relevantes.,7,"Alguns dias está boa, outros nem tanto.",6,De vez em quando tem prato diferente.,3,Serve pouco e não dá pra repetir.,5,"A limpeza é razoável, mas podia melhorar.",4,3,3,2,2,2,4,O material é antigo e precisa de manutenção.,2,2,1,2,1,4,Não sinto muito orgulho de estar aqui.,Melhorar as condições do alojamento.,3,2,5,2,3,3,2,3,2,2,Sim,2.0,3.0,1.0,3,1,1,2,1,Nada a declarar.,Próprio Nacional Residencial (PNR),De 15 a 30 minutos,2,3,1,2,4,4,1,3,Situação financeira apertada este mês.,"Apertada, mas sob controle",O soldo não acompanha a inflação.,2,4,4,4,3,1,3,2,3,2,1,2,3,Avisar as escalas com mais antecedência.,6,"No geral, é razoável."
77,2026-08-18,25º GAC,Cabo,Temporário,Ensino Médio Incompleto,"Casado(a) / união estável, sem filhos",Mora em outra cidade (longe de mim),3,3,3,1 a 2 vezes,4,3,2,5,Tem dias bons e dias ruins.,7,Depende muito da semana.,8,Tenho me exercitado e me sinto disposto.,8,Me sinto emocionalmente bem.,4,3,4,Nada a acrescentar.,5,"O sabor é ok, mas podia melhorar.",6,"Varia um pouco, mas podia ter mais opções.",7,"Às vezes é pouco, mas geralmente dá.",4,O rancho precisa de mais limpeza.,2,4,4,2,4,1,2,O material é antigo e precisa de manutenção.,2,3,2,1,1,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar o rancho.,3,2,2,2,2,4,2,2,4,2,Não,,,,2,1,1,1,1,Sem comentários adicionais.,Alojamento na OM,De 30 a 60 minutos,3,1,2,3,2,3,2,4,O soldo não fecha com as contas.,"Apertada, mas sob controle",Nada a acrescentar.,3,4,3,1,2,2,3,2,1,2,4,3,3,"Manter como está, funciona bem.",4,Precisa melhorar bastante.
78,2026-08-17,25º GAC,2º Sargento,De Carreira,Ensino Superior Incompleto (faculdade em andamento),"Casado(a) / união estável, sem filhos","Sim, mora comigo",2,3,2,3 a 4 vezes,4,3,2,5,Tem dias bons e dias ruins.,6,Depende muito da semana.,7,"Minha saúde física está ok, nada grave.",9,Estou tranquilo e equilibrado.,3,2,4,Sem observações relevantes.,5,"Alguns dias está boa, outros nem tanto.",5,De vez em quando tem prato diferente.,4,Muitas vezes acaba a comida antes de todos se servirem.,7,"A limpeza é razoável, mas podia melhorar.",3,3,1,3,3,2,4,"Sim, o material é suficiente para o dia a dia.",2,2,4,3,2,8,Tenho muito orgulho de pertencer a esta OM.,Mais reconhecimento pelo trabalho realizado.,2,3,1,4,1,4,4,3,3,4,Sim,3.0,3.0,3.0,1,1,3,2,1,Falta divulgar melhor onde buscar ajuda.,Imóvel próprio,Até 15 minutos,2,1,3,4,2,2,2,5,"Dá para pagar as contas, mas sem sobra.","Apertada, mas sob controle",Gostaria de mais clareza sobre os descontos no contracheque.,4,3,4,3,2,1,1,2,2,3,2,2,1,"Manter como está, funciona bem.",6,"No geral, é razoável."
79,2026-08-13,13ª Cia Com Mec,1º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos",Mora em outra cidade (longe de mim),3,3,3,3 a 4 vezes,2,2,2,7,Tem dias bons e dias ruins.,3,Trabalho demais e descanso de menos.,6,Poderia cuidar melhor do corpo.,5,Emocionalmente estou razoável.,4,4,3,Nada a acrescentar.,6,"A comida é razoável, dá pra comer.",1,"É sempre arroz, feijão e a mesma carne.",6,A quantidade é suficiente na maioria dos dias.,4,O rancho precisa de mais limpeza.,4,1,3,4,3,1,3,"Sim, tenho tudo que preciso.",2,4,3,2,3,8,Tenho muito orgulho de pertencer a esta OM.,Mais oportunidades de curso.,3,3,4,2,3,5,2,3,3,4,Sim,3.0,3.0,4.0,3,1,2,1,2,Nada a declarar.,Imóvel próprio,Até 15 minutos,2,3,2,3,3,4,1,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Sem comentários adicionais.,2,2,4,2,2,3,2,3,3,2,3,3,3,"Manter como está, funciona bem.",6,"No geral, é razoável."
80,2026-08-18,Esqd Cmdo,2º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Casado(a) / união estável, sem filhos",Mora em outra cidade (longe de mim),2,4,3,3 a 4 vezes,3,2,3,6,Tem dias bons e dias ruins.,6,"Consigo equilibrar às vezes, mas nem sempre.",3,Não tenho conseguido cuidar da saúde.,7,Tenho dias melhores e outros piores.,3,3,3,Poderiam ajudar mais quem tem filhos pequenos.,2,A comida chega fria e sem sabor.,5,De vez em quando tem prato diferente.,4,Serve pouco e não dá pra repetir.,4,As mesas nem sempre estão limpas.,3,1,2,3,2,3,2,"Sim, tenho tudo que preciso.",3,4,2,2,1,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar as condições do alojamento.,5,4,3,1,3,2,2,2,2,2,Sim,3.0,1.0,1.0,2,1,1,1,2,Nada a declarar.,Moradia cedida / com familiares,De 30 a 60 minutos,3,1,3,3,4,1,3,2,Estou endividado e preocupado.,Confortável,O soldo não acompanha a inflação.,4,3,3,3,3,4,2,3,2,2,1,2,2,Avisar as escalas com mais antecedência.,6,"No geral, é razoável."
81,2026-08-18,7º R C Mec,Cabo,Temporário,Ensino Médio Incompleto,"Casado(a) / união estável, sem filhos","Sim, mora comigo",4,4,3,3 a 4 vezes,4,1,4,6,Tem dias bons e dias ruins.,6,Depende muito da semana.,4,Ando com dores e cansaço físico.,6,Tenho dias melhores e outros piores.,4,4,4,Gostaria de mais apoio para militares com família longe.,8,"Gosto da comida do rancho, tem bom sabor.",3,"É sempre arroz, feijão e a mesma carne.",6,"Às vezes é pouco, mas geralmente dá.",6,"A limpeza é razoável, mas podia melhorar.",2,3,3,3,2,2,2,Falta material de instrução em bom estado.,1,4,2,3,3,9,Sinto-me honrado em servir aqui.,Melhorar a comunicação entre os setores.,3,3,2,3,2,2,3,1,3,1,Não,,,,1,2,1,2,1,Sem comentários adicionais.,Imóvel alugado por conta própria,De 15 a 30 minutos,3,2,1,2,4,3,4,6,"Dá para pagar as contas, mas sem sobra.",Endividado(a) / com dificuldades,Sem comentários adicionais.,4,1,4,2,2,2,1,3,4,4,3,3,1,Avisar as escalas com mais antecedência.,5,Tem pontos bons e outros a melhorar.
82,2026-08-18,13ª Cia Com Mec,Cabo,Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, sem filhos","Sim, mora comigo",4,4,3,3 a 4 vezes,2,4,4,6,Minha qualidade de vida é razoável.,4,Trabalho demais e descanso de menos.,5,"Minha saúde física está ok, nada grave.",6,Tenho dias melhores e outros piores.,2,3,1,Nada a acrescentar.,3,Falta tempero na maioria dos pratos.,4,Falta variedade nas saladas e legumes.,5,A quantidade é suficiente na maioria dos dias.,8,O rancho é sempre limpo e organizado.,2,2,1,3,3,3,3,Falta material de instrução em bom estado.,3,4,3,3,1,7,"Depende do dia, mas no geral é ok.",Melhorar a comunicação entre os setores.,4,2,3,2,1,2,4,2,2,3,Não,,,,3,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Moradia cedida / com familiares,De 15 a 30 minutos,2,2,2,1,2,3,3,7,"Dá para pagar as contas, mas sem sobra.","Apertada, mas sob controle",Sem comentários adicionais.,3,2,4,3,4,2,4,4,2,3,2,3,4,Fazer reuniões mais curtas e objetivas.,3,O ambiente está bem desgastado.
83,2026-08-16,QG 3ª Bda C Mec,3º Sargento,De Carreira,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",4,3,2,3 a 4 vezes,2,3,3,3,Tenho pouco tempo para mim mesmo.,5,"Consigo equilibrar às vezes, mas nem sempre.",3,Não tenho conseguido cuidar da saúde.,6,Emocionalmente estou razoável.,3,3,4,Nada a acrescentar.,5,"Alguns dias está boa, outros nem tanto.",6,De vez em quando tem prato diferente.,5,A quantidade é suficiente na maioria dos dias.,4,As mesas nem sempre estão limpas.,2,1,3,2,2,2,2,"Sim, tenho tudo que preciso.",3,4,2,2,2,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar o rancho.,3,4,2,2,3,2,4,3,3,2,Sim,2.0,2.0,3.0,1,1,1,1,1,Nada a declarar.,Imóvel alugado por conta própria,De 15 a 30 minutos,1,2,1,3,4,2,3,8,Consigo poupar e me sinto tranquilo(a).,"Apertada, mas sob controle",Sem comentários adicionais.,4,3,2,1,1,2,1,3,2,3,3,3,4,Fazer reuniões mais curtas e objetivas.,9,"No geral, o ambiente é muito bom."
84,2026-08-14,3º B Log,Subtenente,De Carreira,Ensino Superior Completo (Graduação),"Casado(a) / união estável, com filhos","Sim, mora comigo",4,4,4,Nenhuma vez,3,2,2,4,Ando cansado e sem tempo de qualidade.,7,"Consigo equilibrar às vezes, mas nem sempre.",8,Tenho me exercitado e me sinto disposto.,5,Tenho dias melhores e outros piores.,4,4,2,Poderiam ajudar mais quem tem filhos pequenos.,2,O tempero está sempre muito fraco.,5,"Varia um pouco, mas podia ter mais opções.",5,A quantidade é suficiente na maioria dos dias.,5,"A limpeza é razoável, mas podia melhorar.",3,3,2,2,4,4,2,O material é antigo e precisa de manutenção.,4,3,4,3,1,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar a comunicação entre os setores.,3,1,4,1,2,4,2,3,2,2,Sim,2.0,2.0,1.0,1,1,1,1,2,Seria bom ter mais palestras sobre saúde mental.,Moradia cedida / com familiares,Mais de 60 minutos,3,2,1,1,1,3,1,4,O soldo não fecha com as contas.,"Apertada, mas sob controle",O soldo não acompanha a inflação.,3,3,3,4,3,3,2,3,4,2,3,2,3,"Manter como está, funciona bem.",7,"No geral, é razoável."
85,2026-08-10,3ª Cia Eng Cmb Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Incompleto,"Solteiro(a), sem filhos","Sim, mora comigo",3,2,3,1 a 2 vezes,2,3,4,7,Tem dias bons e dias ruins.,5,Depende muito da semana.,7,"Minha saúde física está ok, nada grave.",6,Emocionalmente estou razoável.,3,3,4,Gostaria de mais apoio para militares com família longe.,5,"A comida é razoável, dá pra comer.",4,"É sempre arroz, feijão e a mesma carne.",9,Nunca fico com fome depois do rancho.,6,"A limpeza é razoável, mas podia melhorar.",3,4,1,4,3,2,3,Faltam viaturas disponíveis para treinar.,1,4,2,4,2,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar as condições do alojamento.,3,3,3,3,4,2,2,3,2,1,Não,,,,1,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Imóvel alugado por conta própria,Mais de 60 minutos,2,4,2,2,3,2,3,2,Estou endividado e preocupado.,Endividado(a) / com dificuldades,Gostaria de mais clareza sobre os descontos no contracheque.,1,3,4,2,4,3,3,2,1,2,4,4,3,"Manter como está, funciona bem.",7,Tem pontos bons e outros a melhorar.
86,2026-08-21,25º GAC,2º Sargento,Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",3,4,3,5 vezes ou mais,3,3,2,7,Minha qualidade de vida é razoável.,7,"Consigo equilibrar às vezes, mas nem sempre.",4,Ando com dores e cansaço físico.,5,Emocionalmente estou razoável.,4,4,4,Poderiam ajudar mais quem tem filhos pequenos.,4,Falta tempero na maioria dos pratos.,4,Repete muito o cardápio na mesma semana.,6,A quantidade é suficiente na maioria dos dias.,6,"No geral está limpo, com algumas exceções.",2,4,3,3,2,3,3,Falta material de instrução em bom estado.,3,3,4,2,4,9,Tenho muito orgulho de pertencer a esta OM.,Melhorar o rancho.,4,5,4,3,2,2,4,2,3,3,Sim,4.0,3.0,4.0,1,1,1,2,1,Falta divulgar melhor onde buscar ajuda.,Próprio Nacional Residencial (PNR),Até 15 minutos,1,3,1,3,3,3,4,5,"Dá para pagar as contas, mas sem sobra.",Confortável,Nada a acrescentar.,4,4,3,2,2,1,1,2,3,2,2,4,2,Melhorar o mural de avisos.,10,"No geral, o ambiente é muito bom."
87,2026-08-14,QG 3ª Bda C Mec,Capitão,De Carreira,Ensino Superior Completo (Graduação),"Casado(a) / união estável, com filhos","Sim, mora comigo",4,2,2,3 a 4 vezes,2,3,2,6,Minha qualidade de vida é razoável.,5,Depende muito da semana.,3,Não tenho conseguido cuidar da saúde.,7,Emocionalmente estou razoável.,3,3,3,Poderiam ajudar mais quem tem filhos pequenos.,1,Falta tempero na maioria dos pratos.,4,"É sempre arroz, feijão e a mesma carne.",7,"Às vezes é pouco, mas geralmente dá.",5,"A limpeza é razoável, mas podia melhorar.",1,2,4,1,4,3,4,O material é antigo e precisa de manutenção.,4,3,2,2,3,7,"Depende do dia, mas no geral é ok.",Melhorar as condições do alojamento.,4,5,4,4,3,4,2,2,2,2,Sim,2.0,4.0,3.0,1,1,3,2,1,Seria bom ter mais palestras sobre saúde mental.,Imóvel próprio,De 15 a 30 minutos,2,2,2,2,4,3,3,2,O soldo não fecha com as contas.,"Apertada, mas sob controle",Nada a acrescentar.,2,4,3,3,2,3,3,3,3,2,2,2,2,Fazer reuniões mais curtas e objetivas.,6,Tem pontos bons e outros a melhorar.
88,2026-08-21,9º RCB,3º Sargento,Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",3,4,1,1 a 2 vezes,1,1,3,7,Tem dias bons e dias ruins.,7,"Consigo equilibrar às vezes, mas nem sempre.",5,Poderia cuidar melhor do corpo.,7,Tenho dias melhores e outros piores.,3,4,3,Poderiam ajudar mais quem tem filhos pequenos.,8,"Gosto da comida do rancho, tem bom sabor.",5,De vez em quando tem prato diferente.,3,Serve pouco e não dá pra repetir.,8,O rancho é sempre limpo e organizado.,3,3,2,2,2,2,4,Falta material de instrução em bom estado.,3,2,4,2,1,8,Tenho muito orgulho de pertencer a esta OM.,Reduzir a burocracia interna.,4,3,2,3,2,4,4,2,3,3,Sim,2.0,2.0,2.0,1,1,1,1,1,Seria bom ter mais palestras sobre saúde mental.,Imóvel próprio,De 15 a 30 minutos,3,3,2,1,4,4,4,2,Situação financeira apertada este mês.,"Apertada, mas sob controle",Sem comentários adicionais.,3,3,3,2,2,4,2,3,4,1,4,3,1,"Manter como está, funciona bem.",9,"No geral, o ambiente é muito bom."
89,2026-08-12,2ª Bia AAAe,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos","Sim, mora comigo",3,3,3,5 vezes ou mais,2,3,2,6,Minha qualidade de vida é razoável.,7,"Consigo equilibrar às vezes, mas nem sempre.",6,"Minha saúde física está ok, nada grave.",4,Ando estressado e ansioso.,4,4,4,Nada a acrescentar.,8,Melhorou bastante o tempero ultimamente.,3,"É sempre arroz, feijão e a mesma carne.",5,A quantidade é suficiente na maioria dos dias.,7,"A limpeza é razoável, mas podia melhorar.",3,3,2,2,1,3,3,Falta fardamento e botas em número suficiente.,2,3,3,3,2,7,"Depende do dia, mas no geral é ok.",Melhorar a comunicação entre os setores.,3,3,4,4,4,4,4,1,3,2,Não,,,,2,2,1,2,1,Falta divulgar melhor onde buscar ajuda.,Alojamento na OM,Até 15 minutos,3,3,3,3,3,2,2,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Nada a acrescentar.,3,4,4,2,3,4,2,4,3,2,4,2,3,Avisar as escalas com mais antecedência.,7,"No geral, é razoável."
90,2026-08-19,9º RCB,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Solteiro(a), sem filhos","Sim, mora comigo",3,4,3,3 a 4 vezes,1,3,3,6,Tem dias bons e dias ruins.,4,Trabalho demais e descanso de menos.,6,"Minha saúde física está ok, nada grave.",6,Emocionalmente estou razoável.,4,4,3,Nada a acrescentar.,6,"A comida é razoável, dá pra comer.",3,Repete muito o cardápio na mesma semana.,7,"Às vezes é pouco, mas geralmente dá.",4,Falta higiene na hora de servir.,2,3,4,2,1,4,3,Falta fardamento e botas em número suficiente.,1,3,2,2,1,7,Tenho um orgulho moderado da OM.,Reduzir a burocracia interna.,2,4,2,3,1,2,5,2,3,3,Não,,,,2,2,1,1,2,Falta divulgar melhor onde buscar ajuda.,Imóvel alugado por conta própria,De 15 a 30 minutos,3,2,1,3,4,3,3,4,Situação financeira apertada este mês.,Estável / equilibrada,Nada a acrescentar.,3,3,3,4,3,1,3,3,3,4,3,2,4,Avisar as escalas com mais antecedência.,7,"No geral, é razoável."
91,2026-08-10,7º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Incompleto,"Casado(a) / união estável, sem filhos","Sim, mora comigo",1,4,3,3 a 4 vezes,3,2,3,4,Tenho pouco tempo para mim mesmo.,3,O serviço toma quase todo o meu tempo.,8,Tenho me exercitado e me sinto disposto.,5,Emocionalmente estou razoável.,4,4,4,Nada a acrescentar.,3,O tempero está sempre muito fraco.,7,De vez em quando tem prato diferente.,4,Muitas vezes acaba a comida antes de todos se servirem.,6,"A limpeza é razoável, mas podia melhorar.",1,3,3,3,2,2,2,"Sim, tenho tudo que preciso.",3,4,3,3,2,7,"Depende do dia, mas no geral é ok.",Mais oportunidades de curso.,2,4,5,1,2,4,4,2,3,3,Não,,,,1,1,1,1,1,Falta divulgar melhor onde buscar ajuda.,Moradia cedida / com familiares,De 30 a 60 minutos,1,2,1,3,2,4,3,3,O soldo não fecha com as contas.,Endividado(a) / com dificuldades,O soldo não acompanha a inflação.,4,3,4,2,2,3,1,3,4,2,1,3,2,Melhorar o mural de avisos.,5,Tem pontos bons e outros a melhorar.
92,2026-08-16,3º B Log,Cabo,Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, com filhos","Sim, mora comigo",3,4,4,5 vezes ou mais,3,1,2,7,Minha qualidade de vida é razoável.,4,O serviço toma quase todo o meu tempo.,6,Poderia cuidar melhor do corpo.,7,Emocionalmente estou razoável.,4,3,3,Nada a acrescentar.,5,"Alguns dias está boa, outros nem tanto.",4,Falta variedade nas saladas e legumes.,5,"Às vezes é pouco, mas geralmente dá.",6,"A limpeza é razoável, mas podia melhorar.",3,2,3,2,2,3,4,Falta material de instrução em bom estado.,1,4,2,4,2,7,Tenho um orgulho moderado da OM.,Mais oportunidades de curso.,4,3,3,1,2,3,4,2,3,3,Não,,,,1,1,1,1,2,Sem comentários adicionais.,Alojamento na OM,Mais de 60 minutos,1,3,2,1,3,2,3,7,"Dá para pagar as contas, mas sem sobra.",Estável / equilibrada,Sem comentários adicionais.,3,3,4,3,3,2,2,1,2,2,4,2,3,Melhorar o mural de avisos.,8,Estou satisfeito com o clima da OM.
93,2026-08-16,Esqd Cmdo,Major,De Carreira,Ensino Superior Completo (Graduação),"Solteiro(a), sem filhos","Sim, mora comigo",3,3,4,3 a 4 vezes,4,3,2,3,A rotina no quartel é muito puxada.,3,Trabalho demais e descanso de menos.,5,"Minha saúde física está ok, nada grave.",6,Emocionalmente estou razoável.,2,3,3,Gostaria de mais apoio para militares com família longe.,5,"O sabor é ok, mas podia melhorar.",3,Repete muito o cardápio na mesma semana.,4,A quantidade servida é pouca.,7,"No geral está limpo, com algumas exceções.",1,4,2,4,3,3,3,Falta material de instrução em bom estado.,3,3,3,2,1,7,Tenho um orgulho moderado da OM.,Melhorar a comunicação entre os setores.,3,4,5,2,3,5,4,2,2,3,Sim,2.0,4.0,2.0,1,2,1,1,1,Falta divulgar melhor onde buscar ajuda.,Próprio Nacional Residencial (PNR),Mais de 60 minutos,2,4,3,3,2,2,3,8,Consigo poupar e me sinto tranquilo(a).,"Apertada, mas sob controle",Sem comentários adicionais.,2,4,3,3,3,4,1,3,3,1,1,2,4,Fazer reuniões mais curtas e objetivas.,7,"No geral, é razoável."
94,2026-08-21,7º R C Mec,Soldado (Efetivo Profissional – EP),Temporário,Ensino Médio Completo / Técnico,"Casado(a) / união estável, sem filhos","Sim, mora comigo",3,2,2,5 vezes ou mais,3,3,3,7,Minha qualidade de vida é razoável.,7,"Consigo equilibrar às vezes, mas nem sempre.",8,Tenho me exercitado e me sinto disposto.,5,Tenho dias melhores e outros piores.,4,4,2,Sem observações relevantes.,5,"A comida é razoável, dá pra comer.",4,Repete muito o cardápio na mesma semana.,4,Serve pouco e não dá pra repetir.,5,"A limpeza é razoável, mas podia melhorar.",2,2,1,2,3,2,3,O material é antigo e precisa de manutenção.,2,3,3,1,2,8,Tenho muito orgulho de pertencer a esta OM.,Melhorar a comunicação entre os setores.,3,5,3,2,2,2,3,1,3,4,Não,,,,1,2,1,1,1,Falta divulgar melhor onde buscar ajuda.,Alojamento na OM,Até 15 minutos,1,1,3,1,4,2,4,5,Consigo me organizar razoavelmente.,"Apertada, mas sob controle",Nada a acrescentar.,3,4,3,1,4,1,2,3,3,2,1,3,2,Fazer reuniões mais curtas e objetivas.,3,O ambiente está bem desgastado.
95,2026-08-21,7º R C Mec,Coronel,De Carreira,Ensino Superior Completo (Graduação),"Solteiro(a), sem filhos","Sim, mora comigo",1,2,4,3 a 4 vezes,1,4,2,8,Estou satisfeito com minha qualidade de vida.,8,Tenho tempo suficiente para minha família.,9,Me sinto bem fisicamente.,4,Minha cabeça anda muito cheia.,4,4,3,Sem observações relevantes.,4,Falta tempero na maioria dos pratos.,4,"É sempre arroz, feijão e a mesma carne.",7,"Às vezes é pouco, mas geralmente dá.",3,As mesas nem sempre estão limpas.,2,2,3,1,2,3,2,Falta fardamento e botas em número suficiente.,3,4,1,1,3,4,Preferia servir em outra OM.,Reduzir a burocracia interna.,4,3,2,1,5,2,4,3,2,3,Sim,4.0,2.0,2.0,1,1,1,2,2,Seria bom ter mais palestras sobre saúde mental.,Imóvel alugado por conta própria,De 15 a 30 minutos,1,2,4,3,4,3,3,2,Situação financeira apertada este mês.,Endividado(a) / com dificuldades,Gostaria de mais clareza sobre os descontos no contracheque.,2,2,2,2,3,2,2,3,3,1,3,3,2,"Manter como está, funciona bem.",5,Tem pontos bons e outros a melhorar.
